date,initiative_id,initiative_name,owner,progress,delay_months,budget_k
2028-09-01,INIT_DQ1,Data Quality & Reference Alignment,Data,0.8874739268313302,0,250.0
2028-09-01,INIT_RES1,Observability & Incident Reduction,Ops,0.9552712653309522,0,400.0
2028-10-01,INIT_A1,Automation Wave 1 (priority flows),IT Ops,0.9763539838856224,0,600.0
2028-10-01,INIT_DQ1,Data Quality & Reference Alignment,Data,0.8874739268313302,0,250.0
2028-10-01,INIT_RES1,Observability & Incident Reduction,Ops,0.9552712653309522,0,400.0
2028-11-01,INIT_A1,Automation Wave 1 (priority flows),IT Ops,0.9763539838856224,0,600.0
2028-11-01,INIT_DQ1,Data Quality & Reference Alignment,Data,0.8874739268313302,0,250.0
2028-11-01,INIT_RES1,Observability & Incident Reduction,Ops,0.9552712653309522,0,400.0
2028-12-01,INIT_A1,Automation Wave 1 (priority flows),IT Ops,0.9763539838856224,0,600.0
2028-12-01,INIT_DQ1,Data Quality & Reference Alignment,Data,0.8874739268313302,0,250.0
2028-12-01,INIT_RES1,Observability & Incident Reduction,Ops,0.9552712653309522,0,400.0
